Rank,Company,Headquarters,Industry,Sales ($B),Profit ($B),Assets ($B),Market Value ($B),Profit Margin,ROA,Market to Assets,Anomaly,High Profit,PE_Target_Size,Investment_Score,PE_Sweet_Spot,Cluster,Cluster_Label
62,Siemens,Germany,Capital Goods,55.043749999999996,4.715262500000001,163.46,80.9075,0.12450616544953909,0.0636241282270892,1.1288388596598555,False,1,0,0.3010198894026224,0,2,Value Opportunities
63,Commonwealth Bank,Australia,Banking,45.53,4.715262500000001,173.4175,80.9075,0.1414452009663958,0.007948654653172056,0.2172426561342878,False,1,0,0.1032060734746847,0,2,Value Opportunities
64,UBS,Switzerland,Diversified Financials,55.043749999999996,4.715262500000001,173.4175,80.9075,0.05845799769850402,0.0032459441672044627,0.05830559158610378,False,0,0,0.036342695063504155,0,2,Value Opportunities
65,Credit Agricole,France,Banking,55.043749999999996,4.715262500000001,173.4175,57.76,0.0606862485666402,0.0028765187433626837,0.02414937828730067,False,0,0,0.03025498258146129,0,2,Value Opportunities
66,Oracle,United States,IT Software & Services,55.043749999999996,4.715262500000001,161.38,80.9075,0.21799928289709572,0.07535010534143016,2.406493989341926,False,1,0,0.5986385531637956,0,2,Value Opportunities
67,The Home Depot,United States,Retailing,55.043749999999996,4.715262500000001,96.12,80.9075,0.09284684345809041,0.1540782355389097,3.2696614925933623,False,0,0,0.7527023301174726,0,2,Value Opportunities
68,Broadcom,United States,Semiconductors,54.53,4.715262500000001,165.36,80.9075,0.18466898954703834,0.060897435897435896,3.2696614925933623,False,1,0,0.7521588686964622,0,2,Value Opportunities
69,Tesla,United States,Consumer Durables,55.043749999999996,4.715262500000001,125.11,80.9075,0.0665482657751776,0.05091519462872672,3.2696614925933623,False,0,0,0.7009176826802342,0,2,Value Opportunities
70,Zurich Insurance Group,Switzerland,Insurance,55.043749999999996,4.715262500000001,173.4175,80.9075,0.06810203604025276,0.014471492155058807,0.24253425168461099,False,0,0,0.08153626161504683,0,2,Value Opportunities
71,The Walt Disney Company,United States,Media,55.043749999999996,4.715262500000001,173.4175,80.9075,0.061027255945270927,0.028520680030449122,0.8282669373255519,False,0,0,0.2014725618553984,0,2,Value Opportunities
72,Mercedes-Benz Group,Germany,Consumer Durables,55.043749999999996,4.715262500000001,173.4175,59.76,0.07009968886913454,0.04023030391370891,0.21776838422855474,False,0,0,0.08768567395884833,0,2,Value Opportunities
73,Pfizer,United States,Drugs & Biotechnology,55.043749999999996,4.715262500000001,173.4175,80.9075,0.12604117554612604,0.03758200562324274,0.6091377694470478,False,1,0,0.1872768263571571,0,2,Value Opportunities
74,CVS Health,United States,Retailing,55.043749999999996,4.61,173.4175,80.9075,0.012369529635890419,0.017675024921401734,0.3161567364465915,False,0,0,0.07524916911223516,0,2,Value Opportunities
75,Industrial Bank,China,Banking,55.043749999999996,4.715262500000001,173.4175,59.72,0.18957597173144877,0.007448957631884038,0.04145869056627351,False,1,0,0.08710170985858784,0,2,Value Opportunities
76,Merck & Co.,United States,Drugs & Biotechnology,55.043749999999996,4.715262500000001,117.11,80.9075,0.2736693358455016,0.1488344291691572,1.7779011186064384,False,1,0,0.5245817297271513,0,2,Value Opportunities
77,Chubb,Switzerland,Insurance,55.043749999999996,4.715262500000001,173.4175,80.9075,0.1501597444089457,0.03650642961940106,0.48256666954345384,False,1,0,0.17117980352002948,0,2,Value Opportunities
78,Munich Re,Germany,Insurance,55.043749999999996,4.715262500000001,173.4175,80.9075,0.08204375667022414,0.020728706730931277,0.301493140988911,False,0,0,0.10140761355824437,0,2,Value Opportunities
79,Nippon Telegraph & Tel,Japan,Telecommunications Services,55.043749999999996,4.715262500000001,173.4175,80.9075,0.08167550839964632,0.037949982026395525,0.4376829456170082,False,0,0,0.1353867852938184,0,2,Value Opportunities
80,Roche Holding,Switzerland,Drugs & Biotechnology,55.043749999999996,4.715262500000001,112.33,80.9075,0.1368467025767943,0.08368200836820085,2.2350218107362236,False,1,0,0.5352158465252428,0,2,Value Opportunities
81,BMW Group,Germany,Consumer Durables,55.043749999999996,4.715262500000001,173.4175,54.01,0.05123043958184534,0.027111538725860765,0.18558861933887705,False,0,0,0.06845451519085785,0,2,Value Opportunities
82,Ita̼ Unibanco Holding,Brazil,Banking,55.043749999999996,4.715262500000001,173.4175,65.56,0.12110616656071202,0.016426307960939017,0.14132660760093987,False,1,0,0.08327831132884839,0,2,Value Opportunities
83,Life Insurance Corp. of India,India,Insurance,55.043749999999996,4.715262500000001,173.4175,58.6,0.048045526634947294,0.007546229815666852,0.08586583829088884,False,0,0,0.03940987023842343,0,2,Value Opportunities
84,BMO,Canada,Banking,55.043749999999996,4.715262500000001,173.4175,69.24,0.10135250813216916,0.005839992108118772,0.06830423202130807,False,0,0,0.056537846500376784,0,2,Value Opportunities
84,CNOOC,Hong Kong,Oil & Gas Operations,55.043749999999996,4.715262500000001,148.0,80.9075,0.33467178770949724,0.12952702702702704,0.6980405405405405,False,1,0,0.3252876340027179,0,2,Value Opportunities
86,PepsiCo,United States,"Food, Drink & Tobacco",55.043749999999996,4.715262500000001,101.74,80.9075,0.10238199300699301,0.09209750344014153,1.7978179673678003,False,0,0,0.4373553920524139,0,2,Value Opportunities
87,BYD,China,Consumer Durables,55.043749999999996,4.715262500000001,115.91,80.9075,0.05554561717352415,0.05357605038391856,1.3409541885945993,False,0,0,0.311839504741897,0,2,Value Opportunities
88,Enel,Italy,Utilities,55.043749999999996,4.715262500000001,173.4175,80.9075,0.09494620965724293,0.03916812880586232,0.44860150686345346,False,0,0,0.1433660367579328,0,2,Value Opportunities
89,China Life Insurance,China,Insurance,55.043749999999996,4.715262500000001,173.4175,51.01,0.26847335140018064,0.015680067531919382,0.05382505012134641,False,1,0,0.12442637759710931,0,2,Value Opportunities
90,Mizuho Financial,Japan,Banking,55.043749999999996,4.715262500000001,173.4175,60.45,0.0988918737407656,0.0032435170959233006,0.03328872808973914,False,0,0,0.0475119019526234,0,2,Value Opportunities
91,RTX,United States,Aerospace & Defense,55.043749999999996,4.6,164.86,80.9075,0.05627599706386102,0.027902462695620522,1.0147397792065993,False,0,0,0.23661933974511248,0,2,Value Opportunities
92,Anheuser-Busch InBev,Belgium,"Food, Drink & Tobacco",55.043749999999996,4.715262500000001,173.4175,80.9075,0.0978751882215158,0.028038726993865032,0.616995782208589,False,0,0,0.17376472252787012,0,2,Value Opportunities
93,Costco Wholesale,United States,Retailing,55.043749999999996,4.715262500000001,73.22,80.9075,0.028853799840963312,0.10406992624965856,3.2696614925933623,False,0,0,0.7071017889549213,0,2,Value Opportunities
94,Cisco Systems,United States,IT Software & Services,54.18,4.715262500000001,121.38,80.9075,0.16961978589885565,0.07571263799637502,1.8587081891580164,False,1,0,0.46987460738969555,0,2,Value Opportunities
95,IBM,United States,IT Software & Services,55.043749999999996,4.715262500000001,145.67,80.9075,0.08706032150246697,0.03755062813207936,1.479371181437496,False,0,0,0.3457186161413177,0,2,Value Opportunities
95,Progressive,United States,Insurance,55.043749999999996,4.715262500000001,106.96,80.9075,0.11106865367469113,0.08152580403889305,1.4525056095736726,False,1,0,0.3675389050001682,0,2,Value Opportunities
97,Mitsubishi,Japan,Trading Companies,55.043749999999996,4.715262500000001,138.62,73.97,0.058245387899782494,0.052156975905352766,0.5336170826720531,False,0,0,0.15088436205646474,0,2,Value Opportunities
98,Elevance Health,United States,Drugs & Biotechnology,55.043749999999996,4.715262500000001,119.72,80.9075,0.03232852774137178,0.049448713665218844,0.7957734714333444,False,0,0,0.19186559084930516,0,2,Value Opportunities
99,Petrobras,Brazil,Oil & Gas Operations,55.043749999999996,4.715262500000001,173.4175,68.43,0.07457440966501923,0.03729334871203383,0.37584445542923056,False,0,0,0.11991599443666734,0,2,Value Opportunities
100,Novartis,Switzerland,Drugs & Biotechnology,50.31,4.715262500000001,106.76,80.9075,0.23752733055058634,0.11193330835518919,1.9822967403521916,False,1,0,0.5362436036327486,0,2,Value Opportunities
101,CITIC,Hong Kong,Business Services & Supplies,55.043749999999996,4.715262500000001,173.4175,34.5,0.07685689704617149,0.00485994414691055,0.020854237943832586,False,0,1,0.03685758406599934,0,2,Value Opportunities
102,Bank of Nova Scotia,Canada,Banking,54.4,4.715262500000001,173.4175,60.78,0.08970588235294118,0.00491084007567524,0.06116411061466007,False,0,0,0.05007951109437858,0,2,Value Opportunities
102,General Motors,United States,Consumer Durables,55.043749999999996,4.715262500000001,173.4175,45.52,0.03206359368331199,0.021482699456677152,0.1627108950529025,False,0,1,0.053960696266576166,0,2,Value Opportunities
104,Coca-Cola,United States,"Food, Drink & Tobacco",46.77,4.715262500000001,100.55,80.9075,0.2272824460124011,0.10571854798607659,3.0777722526106417,False,1,0,0.7487548481215195,0,2,Value Opportunities
105,ConocoPhillips,United States,Oil & Gas Operations,54.61,4.715262500000001,122.78,80.9075,0.16883354696941955,0.07509366346310474,0.94437204756475,False,1,0,0.2864452936859597,0,2,Value Opportunities
106,Equinor,Norway,Oil & Gas Operations,55.043749999999996,4.715262500000001,131.14,62.39,0.08573936792820913,0.06702760408723502,0.47575110568857715,False,0,0,0.15625700994389308,0,2,Value Opportunities
107,Capital One,United States,Banking,53.72,4.715262500000001,173.4175,69.98,0.08935219657483247,0.00972447325769854,0.14177471636952999,False,0,0,0.0679856112069184,0,2,Value Opportunities
108,AbbVie,United States,Drugs & Biotechnology,55.043749999999996,4.17,135.16,80.9075,0.07268607286038,0.030852323172536254,2.4351879254217224,False,0,0,0.5284529434975109,0,2,Value Opportunities
109,AstraZeneca,United Kingdom,Drugs & Biotechnology,54.06,4.715262500000001,104.03,80.9075,0.1304106548279689,0.06776891281361146,2.0630587330577717,False,1,0,0.4918835736681865,0,2,Value Opportunities
109,US Bancorp,United States,Banking,42.25,4.715262500000001,173.4175,62.2,0.15763313609467455,0.009844934884477229,0.09194518765983237,False,1,0,0.08538026592362719,0,2,Value Opportunities
111,China Citic Bank,China,Banking,53.17,4.715262500000001,173.4175,43.62,0.17923641151025013,0.007297146226234503,0.033399949463625296,False,1,1,0.0812934129873189,0,2,Value Opportunities
112,Iberdrola,Spain,Utilities,48.39,4.715262500000001,170.14,80.9075,0.12543914031824757,0.03567650170447867,0.6457623133889738,False,1,0,0.19359871948688526,0,2,Value Opportunities
113,DBS,Singapore,Banking,29.72,4.715262500000001,173.4175,80.9075,0.2843203230148048,0.013933317943475248,0.1503973881212281,False,1,0,0.14938093400755764,0,2,Value Opportunities
114,Generali Group,Italy,Insurance,55.043749999999996,4.03,173.4175,55.28,0.04550587172538392,0.007225200351399323,0.09910895171845026,False,0,0,0.040914219174403355,0,2,Value Opportunities
115,ICICI Bank,India,Banking,34.84,4.715262500000001,173.4175,80.9075,0.17336394948335246,0.019538705399023065,0.3787726846310614,False,1,0,0.1529155988791625,0,2,Value Opportunities
116,UniCredit,Italy,Banking,27.08,4.715262500000001,173.4175,80.9075,0.3833087149187593,0.01278577059519117,0.11095782420181316,False,1,0,0.18062935904594282,0,2,Value Opportunities
117,Honda Motor,Japan,Consumer Durables,55.043749999999996,4.715262500000001,173.4175,46.32,0.04790419161676646,0.03446375795221159,0.23202925412012224,False,0,1,0.07935303065161567,0,2,Value Opportunities
118,Caterpillar,United States,"Engineering, Manufacturing",55.043749999999996,4.715262500000001,87.76,80.9075,0.1664866532942447,0.12294895168641748,1.668869644484959,False,1,0,0.4495481708892567,0,2,Value Opportunities
119,AIRBUS,France,Aerospace & Defense,55.043749999999996,4.58,133.8,80.9075,0.06115636266524235,0.03423019431988042,0.9413303437967114,False,0,0,0.2264206915533914,0,2,Value Opportunities
120,Cigna,United States,Insurance,55.043749999999996,3.43,151.5,80.9075,0.014035518454865375,0.02264026402640264,0.6001320132013201,False,0,0,0.13469671563277125,0,2,Value Opportunities
120,Contemporary Amperex Technology,China,Capital Goods,50.55,4.715262500000001,113.09,80.9075,0.14856577645895153,0.06640728623220443,1.260146785745866,False,1,0,0.3380185822256356,0,2,Value Opportunities
122,Tokio Marine Holdings,Japan,Insurance,51.13,4.715262500000001,173.4175,73.05,0.13866614512028164,0.03651063391523765,0.37617797002935266,False,1,0,0.14530630562007826,0,2,Value Opportunities
123,GE Aerospace,United States,Aerospace & Defense,39.68,4.715262500000001,124.12,80.9075,0.17565524193548387,0.05615533354817918,1.7048018047051239,False,1,0,0.43368459113449,0,2,Value Opportunities
124,Charles Schwab,United States,Diversified Financials,26.2,4.715262500000001,173.4175,80.9075,0.24770992366412214,0.014020306761719595,0.313199395117736,False,1,0,0.1673319711938839,0,2,Value Opportunities
125,BHP Group,Australia,Materials,53.61,4.715262500000001,100.72,80.9075,0.21246036187278494,0.1130857823669579,1.2255758538522636,False,1,0,0.3753336284663499,0,2,Value Opportunities
126,Visa,United States,Banking,36.8,4.715262500000001,91.89,80.9075,0.3875637098124461,0.15907668132259012,3.2696614925933623,False,1,0,0.872588454972687,0,0,Large Cap Stable
127,Ford Motor,United States,Consumer Durables,55.043749999999996,4.715262500000001,173.4175,39.92,0.03178550191902265,0.02061711079943899,0.13997194950911643,False,0,1,0.048955434989207944,0,2,Value Opportunities
127,MetLife,United States,Insurance,55.043749999999996,4.43,173.4175,51.22,0.062403155373996336,0.0065391314616361105,0.07560593983408614,False,0,0,0.04269810270107021,0,2,Value Opportunities
129,Canadian Imperial Bank,Canada,Banking,46.52,4.715262500000001,173.4175,57.44,0.11801375752364573,0.007345169447306103,0.07685000602063069,False,1,0,0.06551357199250687,0,2,Value Opportunities
130,Softbank,Japan,Telecommunications Services,46.58,4.715262500000001,173.4175,72.3,0.120223271790468,0.018714075658334446,0.2416120839459965,False,1,0,0.10389735576872028,0,2,Value Opportunities
131,Sanofi,France,Drugs & Biotechnology,44.44,4.715262500000001,137.51,80.9075,0.13523852385238525,0.04370591229728747,0.9346229365137082,False,1,0,0.2585023617626107,0,2,Value Opportunities
132,NAB - National Australia Bank,Australia,Banking,41.65,4.59,173.4175,68.53,0.11020408163265306,0.0061240827218145425,0.0914342895263509,False,1,0,0.06481812364705722,0,2,Value Opportunities
133,Deutsche Bank,Germany,Diversified Financials,55.043749999999996,4.08,173.4175,48.55,0.05743243243243243,0.0028325268499940987,0.033705681021375854,False,0,1,0.030847119917245786,0,2,Value Opportunities
134,Barclays,United Kingdom,Diversified Financials,34.23,4.715262500000001,173.4175,55.63,0.1983640081799591,0.0035710529083832964,0.029257389292100557,False,1,0,0.08662550229375707,0,2,Value Opportunities
135,Rio Tinto,United Kingdom,Materials,53.66,4.715262500000001,102.79,80.9075,0.2152441297055535,0.11236501605214515,0.957096993870999,False,1,0,0.3224630570772793,0,2,Value Opportunities
136,China State Construction Engineering,China,Construction,55.043749999999996,4.715262500000001,173.4175,30.86,0.02121963311849281,0.014670932358318099,0.07052102376599634,False,0,1,0.028460430943923636,0,2,Value Opportunities
137,Hon Hai Precision,Taiwan,Technology Hardware & Equipment,55.043749999999996,4.715262500000001,134.04,59.38,0.022239910103942315,0.03543718293046852,0.44300208892867804,False,0,0,0.11167125499949995,0,2,Value Opportunities
138,Eli Lilly,United States,Drugs & Biotechnology,45.04,4.715262500000001,78.72,80.9075,0.23512433392539964,0.13452743902439024,3.2696614925933623,False,1,0,0.8017930076985884,0,2,Value Opportunities
139,VINCI,France,Construction,55.043749999999996,4.715262500000001,134.09,77.35,0.06710895636642,0.039227384592437915,0.5768513684838541,False,0,0,0.15790481008031398,0,2,Value Opportunities
